reminder,reply,intent,dpd,amount,loan,tone,region,ptp_date,ptp_amount,dispute_type,excuse_type,cibil_mentioned,legal_mentioned
"Arre, Suresh ji, aapka ₹3800 ka BNPL payment 9 din ho gaye hue hain. Thoda jaldi karein, nahi to settlement karna padega.","Kya karein, paise nahi hain, kuch time chahiye",dispute,9,3800,BNPL payment,worried,chennai,,,,permanent financial difficulty,False,False
"Suresh ji ₹28000 ka EMI 3 mahine se pending hai, RBI guidelines ke mutabiq case file karna padega, aaj payment karein","Re bhai, paisa nahi hai, kuch din aur de do, lawyer se baat karke aata hoon, legal action lena padega",needs_more_time,86,28000,personal loan EMI,angry,mumbai,,,,threat,False,True
"Sir ₹18000 ki bike loan EMI pending hai, 38 days ho gaye hain. UPI se ₹18120 clear karein please.","Nahi kar sakta sir, abhi financial issues hain. Kuch samay de do",refusal,38,18000,bike loan EMI,desperate,bangalore,,,,financial_difficulty,False,False
"Bhai ₹12000 EMI bohot din se pending hai. Turant payment karein, nahi toh CIBIL score kharab hoga.","Yaar, abhi thoda muskil hai. ₹6000 abhi bhejta hun, baaki 10 din mein pakka.",partial_payment,61,12000,credit line EMI,polite,delhi,10,6000.0,,financial,True,False
"Arre, Rohan ji, aapka ₹8500 ka BNPL payment 9 din ho gaye hue hain. Thoda jaldi karein.","Nako, maine 4 din pehle UPI kar diya tha, aap log check karo na",dispute,9,8500,BNPL payment,polite,mumbai,,,payment not reflected,technical issue,False,False
"Rahul ji, ₹12000 ka payment 79 din se due hai. Full settlement karein to late fees maaf kar dunga","Bhai, ₹4000 abhi bhej sakta hun. Baaki 2 hafte mein pakka",partial_payment,79,12000,BNPL payment,desperate,bangalore,2 hafte mein,4000.0,,lack of funds,False,False
"Bhai ₹25000 38 din se pending hai. EMI clear karna zaroori hai. Bol, kab tak karoge?",Kal tak kar deta hun. Sorry yaar.,refusal,38,25000,bike loan EMI,cooperative,delhi,tomorrow,25000.0,,,False,False
"Arre Ramesh ji, ₹12000 EMI 19 din se pending hai. Poora payment karne se aapka CIBIL score thik rahega.","Bhai thoda time do, abhi 6000 hi de paunga, baaki 1 hafte mein",partial_payment,19,12000,mobile loan EMI,cooperative,mumbai,7 days,6000.0,,short on cash,True,False
"Anna ₹25000 Baki hai, 44 days ho gaye hain overdue. Aapka CIBIL score kharab ho sakta hai. Please EMI clear karein.","Okay ra, main koshish karunga, par abhi thoda time do, settlement karne ko soch raha hun.",refusal,44,25000,mobile loan EMI,evasive,hyderabad,Saturday,20000.0,,,True,False
"Arre Suresh ji, ₹15000 EMI 14 din se pending hai. ₹7500 abhi bhejte to aapko late fees maaf kar sakte hai.","Nako ₹7500 abhi nahi ho payega. ₹3750 abhi bhejta hun, baaki 18 tarikh ko.",partial_payment,14,15000,personal loan EMI,evasive,mumbai,18 days,3750.0,,,False,False
"₹12000 EMI overdue hai, Neha ji. Late fees bhi lagu hote jaa rahe hain. Kab tak payment kar rahe hain?","definitely ₹6000 abhi bhej rahi hun, baaki 10 din mein, sorry boss 😊",partial_payment,59,12000,credit line EMI,polite,hyderabad,,6000.0,,unforeseen circumstances,False,False
Priya ji aapka ₹12000 ka BNPL payment 78 days se pending hai. Pakka payment karein nahi toh humein legal action lena padega.,Nahi yaar maine kisi aur bank se loan liya hai. Abhi nahi kar sakta. Sun lo please,refusal,78,12000,BNPL payment,resigned,mumbai,,,,multiple loans,False,True
"Sir, aapka ₹3800 EMI pending hai, 36 din se. Aapke CIBIL score par asar padega, agle 3 din mein payment karein.","Main kal ₹2000 de deta hu, baaki next month. Kya aap log mujhe EMI schedule change kar sakte ho?",dispute,36,3800,business loan EMI,cooperative,bangalore,,2000.0,Request for payment schedule change,Temporary financial difficulties,True,False
Yaar bhai ₹10000 ki EMI 81 din ho gaye hue hain. Late fees bhi lag rahi hai. Bolte hain aap kab payment karenge?,Bhai Friday ko salary aayegi pakka usse pehle transfer 🙏🙏,promise_to_pay,81,10000,BNPL payment,polite,delhi,Friday,10000.0,,salary delay,False,False
"Rahul ji, ₹5500 EMI 3 mahine se pending hai. Late fees ₹1000 lag gayi hai. Abhi UPI se kar dein: rzp.io/pay","Bhai abhi kuch din aur de do, paise jama karne hain, phir kar dunga 🤞",promise_to_pay,89,5500,personal loan EMI,cooperative,bangalore,kuch din,5500.0,,paise jama karne hain,False,False
"Rajesh ji, ₹9500 EMI 11 din se overdue hai. Aapko late fees ke saath ₹10500 dene padenge. Aaj hi payment karein.","Yaar, mere salary mein cut aaya hai. 10 din baad payment karunga. Pakka.",needs_more_time,11,9500,mobile loan EMI,polite,delhi,10 days,10500.0,,salary_issue,False,False
"Amit ji, ₹6500 due hai, 47 din se payment nahi kiya. Re, thoda jaldi kijiye, late fees bhi lagech.","Mujhe ₹6000 EMI yaad hai, ₹6500 kahan se aaya? Extra charges kyun?",dispute,47,6500,credit line EMI,angry,delhi,,,incorrect amount,incorrect calculation,False,False
"Aapka ₹18000 ka BNPL payment 54 din se overdue hai. RBI guidelines ke mutabiq, aapko late fees bhi dena padega. Abhi UPI se kar dein: rzp.io/pay",Bhai mujhe thoda time do. Main aaj office mein busy tha. Kal zaroor kar dunga. 🙏,promise_to_pay,54,18000,BNPL payment,polite,hyderabad,kal,18000.0,,,False,True
"Arre, Rohan ji, ₹4000 personal loan EMI 21 days overdue hai. Aapki CIBIL score par impact pad sakta hai, thoda jaldi payment karein.","Sorry re, maine kal UPI kar diya tha. Aap check kar lo, nako system mein lagta hai delay hai.",dispute,21,4000,personal loan EMI,polite,mumbai,,,payment made,system issue,True,False
"Deepak ji, ₹3800 EMI 22 din overdue hai. CIBIL score impact ho sakta hai. Abhi karein: rzp.io/pay","nai bhai, abhi nahi karunga, settlement ke liye call kijiye",promise_to_pay,22,3800,credit line EMI,angry,chennai,,,settlement required,,True,False
Namaskar Sir ₹2000 EMI kal due thi. Ab tak kuch nahi aaya. Aapki CIBIL report affect ho rahi hai. UPI maadtini: rzp.io/pay,dekho sir ₹1000 abhi de sakte hain. Baaki ₹1000 next month transfer karta hoon,promise_to_pay,68,2000,BNPL payment,cooperative,bangalore,next month,1000.0,,financial,True,False
"Sir, ₹18000 ka BNPL payment 33 din se overdue hai. RBI guidelines ke mutabik aapko legal notice bheja jaa sakta hai. Aaj hi contact karein.","Chalo, chalo, aaj hi kar dunga. Mafi chahunga, galti ho gayi",needs_more_time,33,18000,BNPL payment,cooperative,hyderabad,,,,apology,False,True
"Sunil ₹62000 49 din se EMI pending hai, anna late fees lag rahi hai. Aaj turant contact karein, legal notice jaari ho jayega.","yar paisa nahi h, kuch nahi kar sakte",needs_more_time,49,62000,bike loan EMI,resigned,hyderabad,,,,financial problem,False,True
"Sir, ₹15000 ka payment due hai. Aapko legal notice bhejna pad sakta hai"," ₹5000 abhi bhejta hun, baaki 15 tarikh ko",partial_payment,79,15000,BNPL payment,worried,bangalore,15 tarikh ko,5000.0,,delay in payment,False,True
"Bhai, ₹12000 pending hai. Turant payment karein, nahi to legal notice aa sakta hai. CIBIL score bhi kharab ho jayega.","Bhai ₹6000 abhi bhej raha hun, baaki 12 tarikh ko pakka kar dunga 🙏",partial_payment,24,12000,mobile loan EMI,resigned,delhi,12,6000.0,,business loss,True,True
"Arre Suresh ji, ₹13000 mobile loan EMI 49 din se overdue hai. Late fees lag rahi hai, CIBIL score bhi affect hoga. Kay aap settle karne ke liye ready hain?","Bhai thoda time chahiye, ghar mein problem chal rahi hai. Next week UPI se payment kar dunga 🙏",needs_more_time,49,13000,mobile loan EMI,polite,mumbai,next week,,,family_problem,True,False
"Rahul ji, ₹2500 ka EMI 20 din overdue hai. CIBIL score par impact pad sakta hai. Abhi UPI se karein: rzp.io/pay.","dekhiye sir, maine payment kiya tha, transaction reference number hai mere paas",promise_to_pay,20,2500,BNPL payment,angry,bangalore,,,payment already made,,True,False
"Nako, ₹8500 due hai 47 din se. Kay, aapko CIBIL score maintain karna hai. Thoda jaldi kijiye.","Maine ₹8500 EMI ka payment kar diya tha, aapke system mein issue hai. Proof bhi bhejunga.",dispute,47,8500,credit line EMI,resigned,chennai,,,payment issue,payment made,True,False
Bhai ₹9000 EMI 88 din se pending hai. CIBIL score affect ho jayega. Turant UPI se payment kar dein: rzp.io/pay 🙏,"bhai theek hai, kal salary aayegi usse pehle kar dunga 🙏",promise_to_pay,88,9000,personal loan EMI,cooperative,delhi,kal,9000.0,,salary constraint,True,False
"Sun ji, ₹20000 bike loan EMI pending hai. CIBIL score aur late fees dono se bachne ke liye settlement karein.",Ek hafte mein kar deta hun. UPI se kaise karta hun?,refusal,38,20000,bike loan EMI,evasive,delhi,1 week,20000.0,,,True,False
"Amit ji, ₹8000 ki BNPL payment ko 52 din ho gaye hain. Ab tak ₹1500 late fees lag chuke hain. Sun, aapki CIBIL score par bura asar pad raha hai. Turant contact karein.","Bhai, kuch samajh nahi aa raha hai. Mummy hospital mein hain, 10 din mein dekhta hoon 🤕",needs_more_time,52,8000,BNPL payment,worried,delhi,10 days,,,family problem,True,False
"Aapka ₹22000 ka BNPL payment 25 din se overdue hai. Hum aapse request karte hain ki aap UPI se jaldi se payment karein, enti?","Mujhe thoda waqt chahiye, main abhi settlement ke liye bolta hun, aur phir aapko full amount chala jayega",refusal,25,22000,BNPL payment,evasive,hyderabad,,,,negotiation,False,False
"Nitin ji, ₹3000 personal loan EMI 21 days overdue hai. Aapko settlement offer karte hain, ₹2500 pay kar do aapka loan settle ho jayega.","Okay, ₹2000 pay kar sakta hoon, ₹500 thoda bohot hai.",dispute,21,3000,personal loan EMI,evasive,mumbai,,2000.0,partial payment,financial issue,False,False
"Amit ji, aapka ₹10000 ka bike loan EMI 31 din se pending hai. Settlement option bhi hai, lekin turant payment karein to better hoga.","Bhai, mujhe settlement ke baare mein batayein. Kitna discount mil sakta hai?",partial_payment,31,10000,bike loan EMI,cooperative,delhi,,,,,False,False
"Boss ₹15000 ka personal loan EMI pending hai. 64 days ho gaye hain, late fees bhi lag rahi hai. Settlement offer karte hain, 60% amount pay karoge to baaki maaf.","nahi boss, main kuch nahi kar sakta abhi. Jo karna ho karo",refusal,64,15000,personal loan EMI,angry,hyderabad,,,,,False,False
Rohan ji ₹15000 ka BNPL payment 78 days se overdue hai. Aapka CIBIL score kharab ho sakta hai. Turant payment karein.,Yaar main koshish kar raha hun par abhi nahi ho pa raha. Bol lete hai 3 din mein,refusal,78,15000,BNPL payment,evasive,delhi,,,,temporary financial difficulty,True,False
"Sir, ₹12000 EMI 24 din ho gaye, ab tak kuch nahi aaya. Bekku UPI se karein: rzp.io/pay. CIBIL score impact hoga","Illa maaf kijiye, ghar ki kuch problems thi. Kal shaam tak kar dunga",promise_to_pay,24,12000,mobile loan EMI,firm,bangalore,tomorrow,12000.0,,family_problem,True,False
"Boss ₹25000 personal loan EMI 49 din overdue hai, late fees lag rahi hai. Aapka CIBIL score kharab ho sakta hai. Okay ra, aap kab tak payment karenge?","Anna sorry, mere business mein thoda problem chal raha hai. Ek mahine mein zaroor payment karunga. Mere CIBIL score ko kharab nahi karna please 🙏",needs_more_time,49,25000,personal loan EMI,polite,hyderabad,next month,25000.0,,business_problem,True,False
"Saurabh ji aapki ₹18000 ki EMI 51 din se overdue hai. Aaj hi payment karein, nahi toh late fees ₹750 aur lag jayenge.","bhai sun, mera phone kharab tha, abhi turant payment kar dunga",needs_more_time,51,18000,personal loan EMI,cooperative,bangalore,,,,technical_issue,False,False
"Ankit ji ₹4500 business loan EMI 28 din se pending hai. Pakka aaj settle karein, nahi to CIBIL score aur kharab ho jayega.","Yaar mujhe abhi paise nahi hain, mummy hospital mein hain. Mujhe 1 mahine ka samay chahiye.",needs_more_time,28,4500,business loan EMI,evasive,mumbai,1 month,,,family problem,True,False
Saurabh ji aapka ₹2800 ka BNPL payment 80 days overdue ho gaya hai. Hum aapko RBI ke hisab se settlement offer karte hain.,"bol na bhai, mujhe 500 extra fees kyun lage hain?",dispute,80,2800,BNPL payment,cooperative,delhi,,,extra fees,none,False,True
"Ravi ₹25000 EMI pending hai, 28 din ho gaye hain. CIBIL score kharaab hoga agar abhi payment nahi hua. Definitely zaroori hai payment karne ka.","Enti, ₹12000 abhi bhejta hun, baaki 10 tarikh ko zaroor karenge. Sorry, thoda financial issue tha.",partial_payment,28,25000,credit line EMI,polite,hyderabad,10,12000.0,,financial issue,True,False
"Arre, ₹8500 bike loan EMI 20 din se overdue hai. Late fees lag rahi hai, aapka CIBIL score bhi impact hoga. Abhi settlement karein.","Nako re, thoda time do. Mummy ki tabiyat kharab hai, 10-15 din mein payment kar dunga.",needs_more_time,20,8500,bike loan EMI,polite,mumbai,10-15 din,,,family emergency,True,False
"Sun, ₹10000 EMI pending hai. Aapko UPI se payment karna hoga. Agar aap nahi karte, toh legal notice aa sakta hai.","Bhai, 3000 abhi bhejta hun. Baaki 10 din mein pakka karta hun.",partial_payment,89,10000,bike loan EMI,angry,delhi,10,3000.0,,,False,True
"Sun ji, ₹18000 bike loan EMI ke liye late fees ₹5000 lag chuke hain. Pakka settlement karein.",Abe court mein milte hain. Jhooth bol rahe ho.,refusal,38,23000,bike loan EMI,angry,delhi,,,,,False,True
"Rajesh ji, aapka ₹18000 EMI 43 din se overdue hai. CIBIL score par bhi asar padega. ₹9000 abhi bhej sakte hain?","Bhai, ₹9000 ek baar mein nahi ho payega. ₹4500 abhi bhej raha hun, baaki 20 din mein pakka",partial_payment,43,18000,business loan EMI,desperate,mumbai,20,13500.0,,temporary financial difficulty,True,False
"Saurabh bhai, ₹2500 EMI 19 din overdue. CIBIL score affect hoga. Abhi karein: rzp.io/pay","Bhai, aaj hi karwa dunga. Galti se late ho gaya tha",promise_to_pay,19,2500,business loan EMI,resigned,delhi,aaj,2500.0,,forgetfulness,True,False
"Sir, ₹3800 EMI 21 din overdue hai. Ab UPI maadtini illa karein: rzp.io/pay. CIBIL score affect hoga.","bekku sir, kal se office kaam mein busy tha. Monday ko pakka kar dunga 🙏",promise_to_pay,21,3800,personal loan EMI,polite,bangalore,Monday,3800.0,,busy,True,False
"Rajesh ji, ₹20000 pending hai. UPI se payment karein, nahi toh legal notice bhejna pad sakta hai."," ₹10000 abhi bhej raha hun, baaki 5 tarikh ko. Bas itna samay de do.",partial_payment,40,20000,business loan EMI,angry,delhi,5,10000.0,,personal issues,False,True
"Ankit ji, ₹12000 ka EMI pending hai. Settlement option bhi available hai. Call back karein.","Yaar, ₹8000 abhi bhej sakta hun. Baaki 25 tarikh ko bhejunga. Settlement ke baare mein batao.",partial_payment,6,12000,mobile loan EMI,resigned,hyderabad,25,8000.0,,business loss,False,True
"Kay re Suresh ji, ₹10000 ka EMI 36 days se pending hai. Late fees ke sath ₹11000 ho gaya hai. Abhi ₹5000 bhejne ka kripaya karein, nahi to legal notice jayega.","Bhai ₹5000 abhi bhej raha hun, baaki 2 hafte mein bhejunga. Please legal notice mat bhejo.",partial_payment,36,10000,personal loan EMI,angry,pune,14,5000.0,,procrastination,False,True
Amit ji ₹15000 clear karein. Late fees ₹500 lag rahi hai. UPI link: https://upi.com/pay,"bol, payment link kyun nahi aa raha? Kab se try kar raha hun.",refusal,5,15000,business loan EMI,evasive,delhi,,,,technical issue,False,False
"Yaar, ₹12000 EMI 72 din overdue hai. CIBIL affect ho raha hai. Late fees bhi lag raha hai. Turant UPI se payment karein: rzp.io/pay","Bhai sorry, office mein kaafi busy tha. Kal salary aayegi, usse pehle transfer kar dunga 🙏",promise_to_pay,72,12000,business loan EMI,polite,delhi,kal,12000.0,,busy,True,False
"Rahul ji, ₹15000 ka EMI clear karna hai. RBI guidelines ke according, hume action lena padega agar aapne settle nahi kiya.","UPI se karunga, thoda time do",refusal,84,15000,mobile loan EMI,evasive,mumbai,,,,delayed payment,False,True
"Rahul ji, ₹3200 EMI 16 din overdue. Aapka CIBIL score affect hoga. Late fees bhi lag sakti hai. Abhi karein: rzp.io/pay","Nako, aaj office mein busy tha, kal zarur kar dunga. Sorry 🙏",promise_to_pay,16,3200,mobile loan EMI,polite,mumbai,kal,3200.0,,busy,True,False
Anna ₹42000 personal loan EMI bahut overdue hai. Aapka account settle ho jayega agar aap turant payment karenge. Aap kab tak payment kar sakte hain?,Bhai main aapko har mahine ₹10000 dena shuru karunga. Aap meri CIBIL report ko kharab nahi karna. Main aapko interest ke saath payment karunga,needs_more_time,49,42000,personal loan EMI,cooperative,hyderabad,every month,10000.0,,payment_plan,True,False
"Amit ji, ₹11000 bike loan EMI 7 din se overdue hai. Kay aapne payment miss kar diya? Turant UPI se payment karein, late fees bach sakte hain.","thoda time chahiye, business mein problem chal rahi hai. 15 din mein zarur karta hoon, CIBIL score kharab na ho",needs_more_time,7,11000,bike loan EMI,cooperative,chennai,15 din,,,business_problem,True,False
Amit ji ₹6000 EMI due hai. 28 din ho gaye. Late fees lagu hoga. Payment karein.,Yeh amount galat hai. Mera loan 5000 ka tha. Extra charges kyun? 🤑,dispute,28,6000,credit line EMI,angry,hyderabad,,,incorrect amount,,False,False
Sir ₹38000 ka BNPL payment 74 days overdue hai. ₹10000 ka settlement offer hai. Aapke account ko close karne padenge,Theek hai sir ₹5000 abhi dete hain. Baaki ₹9000 agle hafte mein,refusal,74,38000,BNPL payment,cooperative,bangalore,next week,9000.0,,financial difficulties,False,True
"Amit ji ₹6000 EMI 30 din se pending hai. Late fees lagu hoga, abhi UPI se kar dein: rzp.io/pay","bol, payment ho gayi thi, aapko pata nahi",promise_to_pay,30,6000,business loan EMI,angry,delhi,,,payment,,False,False
"Nako re ₹22000 bike loan EMI bahut overdue hai. UPI se payment karein, nahi to legal notice jayega.","Kay karu yaar, paisa nahi hai, thoda aur time do, please 🤕",needs_more_time,58,22000,bike loan EMI,desperate,mumbai,,,,no_money,False,True
Bhai ₹8000 EMI 88 din se pending hai. Late fees lagu ho rahi hai. Pakka settlement offer hai. UPI se ₹6000 turant kar dein: rzp.io/pay,"bhai thoda time do, agle hafte kar dunga 🙏",promise_to_pay,88,8000,personal loan EMI,cooperative,delhi,agle hafte,6000.0,,time constraint,False,True
"Anna, ₹12500 ka BNPL payment 33 din se overdue hai. Aapki CIBIL score par asar pad sakta hai. Okay ra, settlement ke liye aaj hi contact karein.","Bhai mafi chahunga, abhi kuch din aur dijiye. Ghar mein problem chal rahi hai, 15 din mein zaroor kar dunga 🙏",needs_more_time,33,12500,BNPL payment,polite,hyderabad,15 days,12500.0,,personal,True,False
"Sir ₹10000 EMI due ho gayi hai, ₹5000 abhi bhej sakte hain? UPI link bhejta hun. Late fees ₹500 lag sakte hain.","₹2000 abhi bhejta hun, baaki 10 tarikh ko pakka, late fees maaf kar dena sir 🤔",partial_payment,9,10000,BNPL payment,polite,bangalore,10,2000.0,,,False,False
"Vivek ji ₹3000 bike loan EMI 2 din se late hai. Late fees lag rahi hai, aap settle kar lein. Payment link: upi://pay?pa=rbi@loan&pn=Loan%20Repayment&am=3000","Pakka bhai kal kar dunga, abhi ghar mein kuch zaroorat hai",needs_more_time,2,3000,bike loan EMI,cooperative,haryana,kal,,,,False,False
Amit ji ₹15000 EMI 47 din overdue. Legal action lena padega agar abhi nahi karte. CIBIL score bhi affect hoga. Abhi karein: rzp.io/pay 🚨,"Bhai, thoda patience karein, abhi kuch din lagega settle karne me, okay ra 🤞",promise_to_pay,47,15000,BNPL payment,worried,hyderabad,,,,vague_timeline,True,True
Yaar ₹15000 pending hai. CIBIL score impact ho raha hai. Turant payment karein.,"Koi zarurat nahi hai, ₹7500 abhi bhej sakta hun. Baaki 18 tarikh ko zarur.",partial_payment,24,15000,business loan EMI,angry,hyderabad,18,7500.0,,,True,False
"Anna ₹8000 EMI bohot der se pending hai, CIBIL par impact ho sakta hai. Full payment karein.","boss abhi ₹4000 bhejta hun baaki 20 tarikh ko, okay ra?",partial_payment,59,8000,credit line EMI,cooperative,hyderabad,20,4000.0,,,True,False
"Amit ji, ₹7000 bike loan EMI pending hai. Late fees ₹500 ho gaye. Abhi payment karo, nahi toh CIBIL score kharab ho jayega.","yeh amount galat hai, mere loan ₹6000 ka tha. Extra charges kyun le rahe ho?",dispute,29,7000,bike loan EMI,desperate,hyderabad,,,amount issue,,True,False
"Amit bhai, ₹8500 bike loan EMI 33 din se overdue hai. Turant UPI se payment karein: rzp.io/pay. Late fees lag rahi hai, aur CIBIL score affect hoga.","yaar, sorry bhai. Aaj hi payment karwaunga, pakka. Office se payment karwa raha hoon, turant karoonga.",promise_to_pay,33,8500,bike loan EMI,polite-firm,delhi,today,8500.0,,,True,False
Sir ₹20000 bike loan EMI ke sath ₹4000 late fees bhi ho gaya hai. Hum aapko UPI maadtini ₹24000 clear karein ke liye bol rahe hain.,bekku sir thodi din me karta hun,refusal,88,20000,bike loan EMI,evasive,bangalore,,,,evasive,False,False
"Boss ₹6500 due hai, 73 days ho gaye. Definitely payment karein, CIBIL score affect ho sakta hai","Mere paas paise nahi hai, aap log late fees kyun charge karte ho? Main 1 week mein payment kar dunga",dispute,73,6500,bike loan EMI,evasive,hyderabad,1 week,,late fees,financial difficulty,True,False
Amit ji aapki ₹6000 ki EMI 81 din overdue hai. Isse aapka CIBIL score affect hoga. Turant UPI se payment kar dein: rzp.io/pay 📝,Bhai kuch nahi bole toh kuch nahi hoga 🙄,promise_to_pay,81,6000,BNPL payment,angry,delhi,,,,unwillingness to pay,True,False
"Rahul, ₹2500 ka EMI 31 din overdue. Abhi tak kyun nahi diya? UPI se jaldi karein: rzp.io/pay. Late fees bhi lag rahe hain",Kuch nahi hua bhai. Abhi transfer kar diya 🙏,promise_to_pay,31,2500,personal loan EMI,resigned,mumbai,,2500.0,,,False,False
"Kay re, Suresh ji, ₹18000 EMI pending hai. Kuch to batao, kab tak bhejoge?","abhi thoda time lagega, next month 1st week tak pakka",partial_payment,88,18000,BNPL payment,evasive,hyderabad,next month 1st week,,,,False,False
"Yaar, ₹3500 EMI 79 din late ho gayi. Turant UPI se payment kar dein: rzp.io/pay. Late fees bhi lag rahi hai. Agar abhi nahi kiya to legal action lena padega","Bhai, maaf karna. Kal tak kar dunga. Office se salary aane wali hai 🙏",promise_to_pay,79,3500,credit line EMI,polite,delhi,kal,3500.0,,salary,False,True
Boss ₹25000 credit line EMI pending hai. CIBIL score par impact padega. Please UPI se payment karein.,"okay ra abhi kuch din wait karna padega, mujhe kuch samay chahiye",refusal,26,25000,credit line EMI,evasive,hyderabad,,,,,True,False
"Sir, ₹4200 EMI due hai. 75 din ho gaye. Late fees bhi lag rahi hai. UPI maadtini karke payment karein.","Aapka system mein problem hai, maine 1 hafte pehle ₹4000 UPI kar diya tha, aap check karo",dispute,75,4200,BNPL payment,polite,bangalore,,,payment already made,system error,False,False
"Saurav ji, ₹8200 EMI 11 din se pending hai. Aapko settlement ka option bhi hai. Sun lo, aaj hi payment karein ya phir CIBIL score par asar padega.","Bhai, mere paas paisa nahi hai. Mere friend se maangta hoon. 12 din baad payment kar dunga.",needs_more_time,11,8200,mobile loan EMI,evasive,delhi,12 days,8200.0,,waiting_for_money,True,False
"₹20000 EMI overdue hai. UPI se payment karein. Late fees bhi lagu honge. Settlement ke liye bol rahe hain, lekin poora payment nahi hua hai.","Bhai ₹10000 abhi bhejta hun, baaki 2 hafte mein pakka karenge. Thoda time lagega, sorry. Kuch aur solution hai kya?",partial_payment,28,20000,credit line EMI,cooperative,hyderabad,2 weeks,10000.0,,time constraint,False,False
"Suresh ji, ₹3800 EMI 17 din overdue. ₹3840 (late fees) jaldi karein: tez.co/pay. CIBIL score impact ho sakta hai.","thik hai sir, 28th ko zarur kar dunga, abhi thoda tight hoon 🙏",promise_to_pay,17,3800,BNPL payment,resigned,chennai,28th,3840.0,,financial constraints,True,False
"Rahul ji ₹15000 bike loan EMI pending hai, 82 days ho gaye. Full payment karein, RBI guidelines ke hisaab se late fees lagenge.","Anna, ₹7500 abhi bhej sakta hun, baaki 15 din mein zaroor karenge. Enti please late fees maaf karein.",partial_payment,82,15000,bike loan EMI,desperate,hyderabad,15,7500.0,,,False,False
Amit anna ₹12000 EMI 47 din overdue. Late fees bhi lag rahe hai. CIBIL score affect hoga. UPI se kar dein: rzp.io/pay 📝,"Sorry boss, cheques bounce hue the, okay ra abhi kuch din lagega settle karne me 🤞",promise_to_pay,47,12000,BNPL payment,polite,hyderabad,,,,cheque_bounce,True,False
"Rajesh ji, ₹5000 EMI ka 19 din ho gaya. Sun lijiye, CIBIL score bahut kharab ho jayega. Turant karein: rzp.io/pay","Bhai, kya kar sakte hain? Mujhe kuch time do",promise_to_pay,19,5000,business loan EMI,worried,delhi,,,,financial issues,True,False
"Hi Rohan ji, ₹2100 EMI kal due thi. Aaj tak nahi aayi. UPI maadtini: rzp.io/pay. Late fees bhi lagega","Haan bhai kal office se baahar tha, aaj evening mein kar dunga 🙏",promise_to_pay,3,2100,business loan EMI,cooperative,bangalore,today,2100.0,,office_commitment,False,False
Arre Rohan ji ₹25000 bike loan EMI overdue hai 29 days se. Aapko late fees bhi dena padega. Kab tak karoge payment?,Main kya karu? Mera business thoda down hai. Aap log thoda time do.,refusal,29,25000,bike loan EMI,worried,mumbai,,,,financial_difficulty,False,False
"Rahul ji, ₹25000 EMI pending hai. Aapki CIBIL score par asar pad sakta hai. Kab tak payment karoge?","Re, ₹10000 abhi bhej sakta hun, baaki kal",partial_payment,28,25000,credit line EMI,worried,pune,tomorrow,10000.0,,temporary financial difficulty,True,False
"Rahul bhai, aapka ₹8500 ka bike loan EMI 79 din se due hai. Turant payment karein, nahi toh CIBIL score kharaab hoga.","Yaar maine kal hi UPI kar diya tha, aapne receive nahi kiya kya?",dispute,79,8500,bike loan EMI,polite,delhi,,,payment not received,technical issue,True,False
"Aditya ji, ₹18000 ka payment 13 din se overdue hai. Late fees bhi lag rahi hai. Settlement karne ke liye EMI schedule check karein: <payment link>","Sir, thoda bekku time do. Abhi salary nahi aaya hai. Next week kar deta hun 🤞",refusal,13,18000,BNPL payment,polite,bangalore,next week,18000.0,,temporary financial difficulty,False,False
"Sachin ji, ₹18000 bike loan EMI 15 din overdue. Settlement option bhi hai. Abhi karein: rzp.io/pay","bhai thoda time do, next week transfer karwa dunga, abhi ghar mein kuch issues hain 🙏",promise_to_pay,15,18000,bike loan EMI,cooperative,delhi,next week,18000.0,,personal,False,False
Ramesh ji ₹6500 ka EMI due hai. Late fees ₹500 ho gaye. Kripya jaldi payment karein.,yeh ₹500 extra kyun? Maine to ₹6000 ka loan liya tha.,dispute,29,6500,business loan EMI,angry,bangalore,,,incorrect amount,misinformation,False,False
"Neha ji, ₹9000 ki EMI 24 din se pending hai. Aapki CIBIL score par impact pad sakta hai, re. Full payment karein, UPI se kar sakte hain.","Abhi ₹4500 bhej rahi hun, baaki 15 tarikh ko bhejungi, sorry 😊",partial_payment,24,9000,mobile loan EMI,desperate,mumbai,15,4500.0,,temporary financial difficulties,True,False
"Sir, ₹8000 EMI 25 din ho gaye due. CIBIL score affect hoga. Abhi karein: rzp.io/pay","beku, 2-3 din mein transfer kar dunga. Abhi ghar mein kuch problem hai",promise_to_pay,25,8000,credit line EMI,evasive,bangalore,2-3 days,8000.0,,personal problem,True,False
"Namaskar Sir, ₹12000 EMI 68 din overdue hai. Late fees ₹800 extra lagega. Aapko CIBIL score affect hoga. UPI maadtini: gpay.io/pay","Sorry sir, genuinely thoda tight chal raha hai. Aaj evening mein ₹5000 transfer karta hoon. Baaki next week tak kar dunga 🙏",promise_to_pay,68,12000,BNPL payment,polite,bangalore,today,5000.0,,financial,True,False
"Sir ₹25000 due hai 73 din ho gaye, illa CIBIL affect ho sakta hai. UPI maadtini ₹5000 ke EMI se start karte hain?","Abhi nahi kar sakta sir, bekku 2-3 din mein transaction karunga",refusal,73,25000,BNPL payment,polite,bangalore,,,,financial constraints,True,False
